split,name,line,sx,sy,ex,ey,group,row_order_ok,bands,dtype,labeled_frac,nodata_frac,classes
train,f120930t01p00r06rdn_a_sc01_ort_img_Sx_0_Sy_2048_Ex_512_Ey_2560.tif,f120930t01p00r06rdn_a_sc01_ort_img,0,2048,512,2560,196,1,224,uint16,0.33864,0.18777,9 10
train,f120930t01p00r06rdn_a_sc01_ort_img_Sx_0_Sy_512_Ex_512_Ey_1024.tif,f120930t01p00r06rdn_a_sc01_ort_img,0,512,512,1024,197,1,224,uint16,0.72932,0.16241,5 10 11
train,f120930t01p00r06rdn_a_sc01_ort_img_Sx_400_Sy_1536_Ex_912_Ey_2048.tif,f120930t01p00r06rdn_a_sc01_ort_img,400,1536,912,2048,195,1,224,uint16,0.27612,0.13248,1 5
train,f120930t01p00r09rdn_a_sc01_ort_img_Sx_0_Sy_1536_Ex_512_Ey_2048.tif,f120930t01p00r09rdn_a_sc01_ort_img,0,1536,512,2048,198,1,224,uint16,0.38285,0.2901,9 11
train,f120930t01p00r09rdn_a_sc01_ort_img_Sx_410_Sy_1024_Ex_922_Ey_1536.tif,f120930t01p00r09rdn_a_sc01_ort_img,410,1024,922,1536,199,1,224,uint16,0.48965,0.16208,1 9 11
train,f120930t01p00r09rdn_a_sc01_ort_img_Sx_410_Sy_1536_Ex_922_Ey_2048.tif,f120930t01p00r09rdn_a_sc01_ort_img,410,1536,922,2048,198,1,224,uint16,0.46615,0.13605,9 11
train,f120930t01p00r09rdn_a_sc01_ort_img_Sx_410_Sy_512_Ex_922_Ey_1024.tif,f120930t01p00r09rdn_a_sc01_ort_img,410,512,922,1024,200,1,224,uint16,0.41644,0.15439,9 11
train,f120930t01p00r10rdn_a_sc01_ort_img_Sx_512_Sy_1536_Ex_1024_Ey_2048.tif,f120930t01p00r10rdn_a_sc01_ort_img,512,1536,1024,2048,201,1,224,uint16,0.25755,0.11832,9 11
train,f120930t01p00r10rdn_a_sc01_ort_img_Sx_512_Sy_2048_Ex_1024_Ey_2560.tif,f120930t01p00r10rdn_a_sc01_ort_img,512,2048,1024,2560,202,1,224,uint16,0.3824,0.10788,9 11
train,f121019t01p00r13rdn_a_sc01_ort_img_Sx_512_Sy_512_Ex_1024_Ey_1024.tif,f121019t01p00r13rdn_a_sc01_ort_img,512,512,1024,1024,203,1,224,uint16,0.7744,0.16971,2 5 6
train,f121019t01p00r16rdn_a_sc01_ort_img_Sx_0_Sy_512_Ex_512_Ey_1024.tif,f121019t01p00r16rdn_a_sc01_ort_img,0,512,512,1024,204,1,224,uint16,0.41326,0.1438,6 7
train,f121020t01p00r03rdn_a_sc01_ort_img_Sx_0_Sy_1536_Ex_512_Ey_2048.tif,f121020t01p00r03rdn_a_sc01_ort_img,0,1536,512,2048,205,1,224,uint16,0.50853,0.27472,5 6
train,f121020t01p00r03rdn_a_sc01_ort_img_Sx_0_Sy_512_Ex_512_Ey_1024.tif,f121020t01p00r03rdn_a_sc01_ort_img,0,512,512,1024,206,1,224,uint16,0.33121,0.28339,5 7
train,f121020t01p00r03rdn_a_sc01_ort_img_Sx_395_Sy_1536_Ex_907_Ey_2048.tif,f121020t01p00r03rdn_a_sc01_ort_img,395,1536,907,2048,205,1,224,uint16,0.28036,0.12286,5 6
train,f130803t01p00r05rdn_e_sc01_ort_img_Sx_0_Sy_1536_Ex_512_Ey_2048.tif,f130803t01p00r05rdn_e_sc01_ort_img,0,1536,512,2048,207,1,224,uint16,0.16071,0.16797,12
train,f130803t01p00r05rdn_e_sc01_ort_img_Sx_368_Sy_1536_Ex_880_Ey_2048.tif,f130803t01p00r05rdn_e_sc01_ort_img,368,1536,880,2048,207,1,224,uint16,0.64716,0.05869,10 25
train,f130803t01p00r06rdn_e_sc01_ort_img_Sx_0_Sy_0_Ex_512_Ey_512.tif,f130803t01p00r06rdn_e_sc01_ort_img,0,0,512,512,208,0,224,uint16,0.52962,0.14648,12 25
train,f130803t01p00r06rdn_e_sc01_ort_img_Sx_0_Sy_2048_Ex_512_Ey_2560.tif,f130803t01p00r06rdn_e_sc01_ort_img,0,2048,512,2560,209,1,224,uint16,0.49439,0.23459,10 25
train,f130803t01p00r06rdn_e_sc01_ort_img_Sx_0_Sy_3584_Ex_512_Ey_4096.tif,f130803t01p00r06rdn_e_sc01_ort_img,0,3584,512,4096,210,1,224,uint16,0.08498,0.29852,25
train,f130803t01p00r06rdn_e_sc01_ort_img_Sx_402_Sy_0_Ex_914_Ey_512.tif,f130803t01p00r06rdn_e_sc01_ort_img,402,0,914,512,208,1,224,uint16,0.40894,0.1358,10 25
train,f130803t01p00r07rdn_e_sc01_ort_img_Sx_0_Sy_1536_Ex_512_Ey_2048.tif,f130803t01p00r07rdn_e_sc01_ort_img,0,1536,512,2048,211,1,224,uint16,0.11155,0.28384,25
train,f130803t01p00r07rdn_e_sc01_ort_img_Sx_464_Sy_2048_Ex_976_Ey_2560.tif,f130803t01p00r07rdn_e_sc01_ort_img,464,2048,976,2560,212,1,224,uint16,0.20017,0.16055,12
train,f130803t01p00r08rdn_e_sc01_ort_img_Sx_0_Sy_1536_Ex_512_Ey_2048.tif,f130803t01p00r08rdn_e_sc01_ort_img,0,1536,512,2048,213,1,224,uint16,0.65558,0.17935,10 11 25
train,f130803t01p00r09rdn_e_sc01_ort_img_Sx_495_Sy_1536_Ex_1007_Ey_2048.tif,f130803t01p00r09rdn_e_sc01_ort_img,495,1536,1007,2048,214,1,224,uint16,0.69196,0.16013,10 11 25
train,f130803t01p00r11rdn_e_sc01_ort_img_Sx_0_Sy_0_Ex_512_Ey_512.tif,f130803t01p00r11rdn_e_sc01_ort_img,0,0,512,512,215,1,224,uint16,0.77874,0.06525,8 19
train,f130803t01p00r11rdn_e_sc01_ort_img_Sx_0_Sy_1024_Ex_512_Ey_1536.tif,f130803t01p00r11rdn_e_sc01_ort_img,0,1024,512,1536,216,1,224,uint16,0.70198,0.05786,13 16 19 21 22
train,f130803t01p00r11rdn_e_sc01_ort_img_Sx_0_Sy_2048_Ex_512_Ey_2560.tif,f130803t01p00r11rdn_e_sc01_ort_img,0,2048,512,2560,217,1,224,uint16,0.74755,0.07895,16 21 29 30
train,f130803t01p00r11rdn_e_sc01_ort_img_Sx_0_Sy_2560_Ex_512_Ey_3072.tif,f130803t01p00r11rdn_e_sc01_ort_img,0,2560,512,3072,218,1,224,uint16,0.63514,0.10492,8 18 21 30
train,f130803t01p00r11rdn_e_sc01_ort_img_Sx_0_Sy_3072_Ex_512_Ey_3584.tif,f130803t01p00r11rdn_e_sc01_ort_img,0,3072,512,3584,219,1,224,uint16,0.28269,0.09213,16 21
train,f130803t01p00r11rdn_e_sc01_ort_img_Sx_0_Sy_3282_Ex_512_Ey_3794.tif,f130803t01p00r11rdn_e_sc01_ort_img,0,3282,512,3794,219,1,224,uint16,0.29243,0.16318,21
train,f130803t01p00r11rdn_e_sc01_ort_img_Sx_0_Sy_512_Ex_512_Ey_1024.tif,f130803t01p00r11rdn_e_sc01_ort_img,0,512,512,1024,220,1,224,uint16,0.7504,0.0499,19 22
train,f130803t01p00r11rdn_e_sc01_ort_img_Sx_301_Sy_0_Ex_813_Ey_512.tif,f130803t01p00r11rdn_e_sc01_ort_img,301,0,813,512,215,0,224,uint16,0.60295,0.19205,8 19
train,f130803t01p00r11rdn_e_sc01_ort_img_Sx_301_Sy_1024_Ex_813_Ey_1536.tif,f130803t01p00r11rdn_e_sc01_ort_img,301,1024,813,1536,216,1,224,uint16,0.72123,0.10977,13 16 21 22
train,f130803t01p00r11rdn_e_sc01_ort_img_Sx_301_Sy_2048_Ex_813_Ey_2560.tif,f130803t01p00r11rdn_e_sc01_ort_img,301,2048,813,2560,217,1,224,uint16,0.68915,0.07974,16 21 30
train,f130803t01p00r11rdn_e_sc01_ort_img_Sx_301_Sy_2560_Ex_813_Ey_3072.tif,f130803t01p00r11rdn_e_sc01_ort_img,301,2560,813,3072,218,1,224,uint16,0.45904,0.0535,21 30
train,f130803t01p00r11rdn_e_sc01_ort_img_Sx_301_Sy_3282_Ex_813_Ey_3794.tif,f130803t01p00r11rdn_e_sc01_ort_img,301,3282,813,3794,219,1,224,uint16,0.5172,0.08975,16 21 22
train,f130803t01p00r11rdn_e_sc01_ort_img_Sx_301_Sy_512_Ex_813_Ey_1024.tif,f130803t01p00r11rdn_e_sc01_ort_img,301,512,813,1024,220,1,224,uint16,0.43242,0.11646,19 22
train,f130803t01p00r14rdn_e_sc01_ort_img_Sx_0_Sy_0_Ex_512_Ey_512.tif,f130803t01p00r14rdn_e_sc01_ort_img,0,0,512,512,221,1,224,uint16,0.35526,0.18137,24
train,f130803t01p00r14rdn_e_sc01_ort_img_Sx_0_Sy_2560_Ex_512_Ey_3072.tif,f130803t01p00r14rdn_e_sc01_ort_img,0,2560,512,3072,222,1,224,uint16,0.69739,0.0477,24 30
train,f130803t01p00r14rdn_e_sc01_ort_img_Sx_0_Sy_2811_Ex_512_Ey_3323.tif,f130803t01p00r14rdn_e_sc01_ort_img,0,2811,512,3323,222,1,224,uint16,0.6121,0.09085,24
train,f130803t01p00r14rdn_e_sc01_ort_img_Sx_332_Sy_0_Ex_844_Ey_512.tif,f130803t01p00r14rdn_e_sc01_ort_img,332,0,844,512,221,0,224,uint16,0.65462,0.10876,24 25 30
train,f130803t01p00r14rdn_e_sc01_ort_img_Sx_332_Sy_1024_Ex_844_Ey_1536.tif,f130803t01p00r14rdn_e_sc01_ort_img,332,1024,844,1536,223,1,224,uint16,0.48626,0.10733,24
train,f130803t01p00r14rdn_e_sc01_ort_img_Sx_332_Sy_2048_Ex_844_Ey_2560.tif,f130803t01p00r14rdn_e_sc01_ort_img,332,2048,844,2560,224,1,224,uint16,0.49581,0.16058,24
train,f130803t01p00r14rdn_e_sc01_ort_img_Sx_332_Sy_2811_Ex_844_Ey_3323.tif,f130803t01p00r14rdn_e_sc01_ort_img,332,2811,844,3323,222,1,224,uint16,0.57084,0.19061,2 24
train,f130803t01p00r14rdn_e_sc01_ort_img_Sx_332_Sy_512_Ex_844_Ey_1024.tif,f130803t01p00r14rdn_e_sc01_ort_img,332,512,844,1024,225,1,224,uint16,0.57292,0.08209,24 25
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_0_Sy_15360_Ex_512_Ey_15872.tif,f130803t01p00r15rdn_e_sc01_ort_img,0,15360,512,15872,226,1,224,uint16,0.40592,0.31357,18 19 27
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_0_Sy_19456_Ex_512_Ey_19968.tif,f130803t01p00r15rdn_e_sc01_ort_img,0,19456,512,19968,227,1,224,uint16,0.55071,0.26724,2 7 27 30
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_0_Sy_20480_Ex_512_Ey_20992.tif,f130803t01p00r15rdn_e_sc01_ort_img,0,20480,512,20992,228,1,224,uint16,0.43433,0.26157,27 30
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_0_Sy_23040_Ex_512_Ey_23552.tif,f130803t01p00r15rdn_e_sc01_ort_img,0,23040,512,23552,229,1,224,uint16,0.50129,0.23346,25 27
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_0_Sy_24576_Ex_512_Ey_25088.tif,f130803t01p00r15rdn_e_sc01_ort_img,0,24576,512,25088,230,1,224,uint16,0.34099,0.2182,27 29
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_0_Sy_4608_Ex_512_Ey_5120.tif,f130803t01p00r15rdn_e_sc01_ort_img,0,4608,512,5120,231,1,224,uint16,0.01608,0.35663,26
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_0_Sy_512_Ex_512_Ey_1024.tif,f130803t01p00r15rdn_e_sc01_ort_img,0,512,512,1024,232,1,224,uint16,0.0148,0.42004,26
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_0_Sy_27136_Ex_512_Ey_27648.tif,f130803t01p00r15rdn_e_sc01_ort_img,0,27136,512,27648,233,1,224,uint16,0.36285,0.21027,25 27
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_0_Sy_28672_Ex_512_Ey_29184.tif,f130803t01p00r15rdn_e_sc01_ort_img,0,28672,512,29184,234,1,224,uint16,0.46583,0.18246,27 28
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_0_Sy_29184_Ex_512_Ey_29696.tif,f130803t01p00r15rdn_e_sc01_ort_img,0,29184,512,29696,235,1,224,uint16,0.31638,0.19876,27 28
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_0_Sy_29380_Ex_512_Ey_29892.tif,f130803t01p00r15rdn_e_sc01_ort_img,0,29380,512,29892,235,1,224,uint16,0.24634,0.20422,22 27
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_512_Sy_12800_Ex_1024_Ey_13312.tif,f130803t01p00r15rdn_e_sc01_ort_img,512,12800,1024,13312,236,1,224,uint16,0.67618,0.09711,22 27
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_512_Sy_15360_Ex_1024_Ey_15872.tif,f130803t01p00r15rdn_e_sc01_ort_img,512,15360,1024,15872,237,1,224,uint16,0.02101,0.08676,14
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_512_Sy_1536_Ex_1024_Ey_2048.tif,f130803t01p00r15rdn_e_sc01_ort_img,512,1536,1024,2048,238,1,224,uint16,0.02273,0.04672,26
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_512_Sy_17920_Ex_1024_Ey_18432.tif,f130803t01p00r15rdn_e_sc01_ort_img,512,17920,1024,18432,239,1,224,uint16,0.66688,0.15237,27 29
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_512_Sy_19456_Ex_1024_Ey_19968.tif,f130803t01p00r15rdn_e_sc01_ort_img,512,19456,1024,19968,240,1,224,uint16,0.48435,0.15405,7 29 30
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_512_Sy_20992_Ex_1024_Ey_21504.tif,f130803t01p00r15rdn_e_sc01_ort_img,512,20992,1024,21504,241,1,224,uint16,0.43581,0.16785,26 27
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_512_Sy_24064_Ex_1024_Ey_24576.tif,f130803t01p00r15rdn_e_sc01_ort_img,512,24064,1024,24576,242,1,224,uint16,0.14887,0.17596,14 28
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_512_Sy_24576_Ex_1024_Ey_25088.tif,f130803t01p00r15rdn_e_sc01_ort_img,512,24576,1024,25088,243,1,224,uint16,0.42271,0.17078,27 28 29
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_512_Sy_25088_Ex_1024_Ey_25600.tif,f130803t01p00r15rdn_e_sc01_ort_img,512,25088,1024,25600,244,1,224,uint16,0.28078,0.19171,27 28
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_512_Sy_27136_Ex_1024_Ey_27648.tif,f130803t01p00r15rdn_e_sc01_ort_img,512,27136,1024,27648,245,1,224,uint16,0.4486,0.20221,27 29
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_512_Sy_29380_Ex_1024_Ey_29892.tif,f130803t01p00r15rdn_e_sc01_ort_img,512,29380,1024,29892,246,1,224,uint16,0.25835,0.21481,22 27
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_512_Sy_5120_Ex_1024_Ey_5632.tif,f130803t01p00r15rdn_e_sc01_ort_img,512,5120,1024,5632,247,1,224,uint16,0.03905,0.05493,26
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_568_Sy_12800_Ex_1080_Ey_13312.tif,f130803t01p00r15rdn_e_sc01_ort_img,568,12800,1080,13312,236,1,224,uint16,0.5815,0.20209,22 27
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_568_Sy_15360_Ex_1080_Ey_15872.tif,f130803t01p00r15rdn_e_sc01_ort_img,568,15360,1080,15872,237,1,224,uint16,0.14954,0.19345,2 14 22
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_568_Sy_1536_Ex_1080_Ey_2048.tif,f130803t01p00r15rdn_e_sc01_ort_img,568,1536,1080,2048,238,1,224,uint16,0.02378,0.14938,26
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_568_Sy_17920_Ex_1080_Ey_18432.tif,f130803t01p00r15rdn_e_sc01_ort_img,568,17920,1080,18432,239,1,224,uint16,0.5871,0.26175,26 27 29
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_568_Sy_18944_Ex_1080_Ey_19456.tif,f130803t01p00r15rdn_e_sc01_ort_img,568,18944,1080,19456,248,1,224,uint16,0.0784,0.26587,13
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_568_Sy_19456_Ex_1080_Ey_19968.tif,f130803t01p00r15rdn_e_sc01_ort_img,568,19456,1080,19968,240,1,224,uint16,0.17782,0.26343,30
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_568_Sy_20992_Ex_1080_Ey_21504.tif,f130803t01p00r15rdn_e_sc01_ort_img,568,20992,1080,21504,241,1,224,uint16,0.39274,0.27722,26 27
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_568_Sy_24064_Ex_1080_Ey_24576.tif,f130803t01p00r15rdn_e_sc01_ort_img,568,24064,1080,24576,242,1,224,uint16,0.20268,0.28534,28 29
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_568_Sy_24576_Ex_1080_Ey_25088.tif,f130803t01p00r15rdn_e_sc01_ort_img,568,24576,1080,25088,243,1,224,uint16,0.35624,0.28015,27 28 29
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_568_Sy_25088_Ex_1080_Ey_25600.tif,f130803t01p00r15rdn_e_sc01_ort_img,568,25088,1080,25600,244,1,224,uint16,0.323,0.30109,27 28 29
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_568_Sy_27136_Ex_1080_Ey_27648.tif,f130803t01p00r15rdn_e_sc01_ort_img,568,27136,1080,27648,245,1,224,uint16,0.42985,0.31158,2 27 29
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_568_Sy_28160_Ex_1080_Ey_28672.tif,f130803t01p00r15rdn_e_sc01_ort_img,568,28160,1080,28672,249,1,224,uint16,0.32178,0.32495,2 27 29
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_568_Sy_29184_Ex_1080_Ey_29696.tif,f130803t01p00r15rdn_e_sc01_ort_img,568,29184,1080,29696,246,1,224,uint16,0.29672,0.32782,22 27
train,f130803t01p00r15rdn_e_sc01_ort_img_Sx_568_Sy_5120_Ex_1080_Ey_5632.tif,f130803t01p00r15rdn_e_sc01_ort_img,568,5120,1080,5632,247,1,224,uint16,0.03615,0.16092,26
train,f130803t01p00r16rdn_e_sc01_ort_img_Sx_0_Sy_11776_Ex_512_Ey_12288.tif,f130803t01p00r16rdn_e_sc01_ort_img,0,11776,512,12288,250,1,224,uint16,0.37866,0.18649,27 31
train,f130803t01p00r16rdn_e_sc01_ort_img_Sx_0_Sy_12288_Ex_512_Ey_12800.tif,f130803t01p00r16rdn_e_sc01_ort_img,0,12288,512,12800,251,1,224,uint16,0.46382,0.17661,26 27
train,f130803t01p00r16rdn_e_sc01_ort_img_Sx_0_Sy_12800_Ex_512_Ey_13312.tif,f130803t01p00r16rdn_e_sc01_ort_img,0,12800,512,13312,252,1,224,uint16,0.62768,0.13422,27 29
train,f130803t01p00r16rdn_e_sc01_ort_img_Sx_0_Sy_14336_Ex_512_Ey_14848.tif,f130803t01p00r16rdn_e_sc01_ort_img,0,14336,512,14848,253,1,224,uint16,0.15587,0.14023,29
train,f130803t01p00r16rdn_e_sc01_ort_img_Sx_0_Sy_15360_Ex_512_Ey_15872.tif,f130803t01p00r16rdn_e_sc01_ort_img,0,15360,512,15872,254,1,224,uint16,0.33719,0.12817,25 31
train,f130803t01p00r16rdn_e_sc01_ort_img_Sx_0_Sy_2560_Ex_512_Ey_3072.tif,f130803t01p00r16rdn_e_sc01_ort_img,0,2560,512,3072,255,1,224,uint16,0.31076,0.30045,2 22 27
train,f130803t01p00r16rdn_e_sc01_ort_img_Sx_0_Sy_3072_Ex_512_Ey_3584.tif,f130803t01p00r16rdn_e_sc01_ort_img,0,3072,512,3584,256,1,224,uint16,0.41459,0.29501,17 22 27
train,f130803t01p00r16rdn_e_sc01_ort_img_Sx_0_Sy_3584_Ex_512_Ey_4096.tif,f130803t01p00r16rdn_e_sc01_ort_img,0,3584,512,4096,257,1,224,uint16,0.18064,0.29254,17 27
train,f130803t01p00r16rdn_e_sc01_ort_img_Sx_0_Sy_4608_Ex_512_Ey_5120.tif,f130803t01p00r16rdn_e_sc01_ort_img,0,4608,512,5120,258,1,224,uint16,0.57494,0.27316,2 18 22 27
train,f130803t01p00r16rdn_e_sc01_ort_img_Sx_0_Sy_5120_Ex_512_Ey_5632.tif,f130803t01p00r16rdn_e_sc01_ort_img,0,5120,512,5632,259,1,224,uint16,0.43188,0.24658,22 31
train,f130803t01p00r16rdn_e_sc01_ort_img_Sx_0_Sy_6144_Ex_512_Ey_6656.tif,f130803t01p00r16rdn_e_sc01_ort_img,0,6144,512,6656,260,1,224,uint16,0.38667,0.23569,27 29
train,f130803t01p00r16rdn_e_sc01_ort_img_Sx_0_Sy_6656_Ex_512_Ey_7168.tif,f130803t01p00r16rdn_e_sc01_ort_img,0,6656,512,7168,261,1,224,uint16,0.37419,0.23975,22 27 29
train,f130803t01p00r16rdn_e_sc01_ort_img_Sx_0_Sy_7680_Ex_512_Ey_8192.tif,f130803t01p00r16rdn_e_sc01_ort_img,0,7680,512,8192,262,1,224,uint16,0.5023,0.23273,17 18 22
train,f130803t01p00r16rdn_e_sc01_ort_img_Sx_0_Sy_8192_Ex_512_Ey_8704.tif,f130803t01p00r16rdn_e_sc01_ort_img,0,8192,512,8704,263,1,224,uint16,0.38488,0.22037,22 27
train,f130803t01p00r16rdn_e_sc01_ort_img_Sx_0_Sy_9216_Ex_512_Ey_9728.tif,f130803t01p00r16rdn_e_sc01_ort_img,0,9216,512,9728,264,1,224,uint16,0.4546,0.20346,2 25 27
train,f130803t01p00r16rdn_e_sc01_ort_img_Sx_410_Sy_10752_Ex_922_Ey_11264.tif,f130803t01p00r16rdn_e_sc01_ort_img,410,10752,922,11264,265,1,224,uint16,0.17929,0.20471,31
train,f130803t01p00r16rdn_e_sc01_ort_img_Sx_410_Sy_11776_Ex_922_Ey_12288.tif,f130803t01p00r16rdn_e_sc01_ort_img,410,11776,922,12288,250,1,224,uint16,0.22713,0.21646,26 27
train,f130803t01p00r16rdn_e_sc01_ort_img_Sx_410_Sy_12288_Ex_922_Ey_12800.tif,f130803t01p00r16rdn_e_sc01_ort_img,410,12288,922,12800,251,1,224,uint16,0.25657,0.21222,31
train,f130803t01p00r16rdn_e_sc01_ort_img_Sx_410_Sy_12800_Ex_922_Ey_13312.tif,f130803t01p00r16rdn_e_sc01_ort_img,410,12800,922,13312,252,1,224,uint16,0.6222,0.24741,18 29 31
train,f130803t01p00r16rdn_e_sc01_ort_img_Sx_410_Sy_13824_Ex_922_Ey_14336.tif,f130803t01p00r16rdn_e_sc01_ort_img,410,13824,922,14336,266,1,224,uint16,0.67239,0.2532,26 27
train,f130803t01p00r16rdn_e_sc01_ort_img_Sx_410_Sy_14336_Ex_922_Ey_14848.tif,f130803t01p00r16rdn_e_sc01_ort_img,410,14336,922,14848,253,1,224,uint16,0.49394,0.26578,27 31
train,f130803t01p00r16rdn_e_sc01_ort_img_Sx_410_Sy_15872_Ex_922_Ey_16384.tif,f130803t01p00r16rdn_e_sc01_ort_img,410,15872,922,16384,267,1,224,uint16,0.54746,0.28549,2 31
train,f130803t01p00r16rdn_e_sc01_ort_img_Sx_410_Sy_16384_Ex_922_Ey_16896.tif,f130803t01p00r16rdn_e_sc01_ort_img,410,16384,922,16896,268,1,224,uint16,0.57209,0.28464,26 27 31
train,f130803t01p00r16rdn_e_sc01_ort_img_Sx_410_Sy_16682_Ex_922_Ey_17194.tif,f130803t01p00r16rdn_e_sc01_ort_img,410,16682,922,17194,268,1,224,uint16,0.59386,0.30652,26 27 31
train,f130803t01p00r16rdn_e_sc01_ort_img_Sx_410_Sy_3584_Ex_922_Ey_4096.tif,f130803t01p00r16rdn_e_sc01_ort_img,410,3584,922,4096,257,1,224,uint16,0.30951,0.08826,17 27
train,f130803t01p00r16rdn_e_sc01_ort_img_Sx_410_Sy_5120_Ex_922_Ey_5632.tif,f130803t01p00r16rdn_e_sc01_ort_img,410,5120,922,5632,259,1,224,uint16,0.50191,0.14514,22 27
train,f130803t01p00r16rdn_e_sc01_ort_img_Sx_410_Sy_7680_Ex_922_Ey_8192.tif,f130803t01p00r16rdn_e_sc01_ort_img,410,7680,922,8192,262,1,224,uint16,0.58138,0.1575,18 22
train,f130803t01p00r16rdn_e_sc01_ort_img_Sx_410_Sy_8192_Ex_922_Ey_8704.tif,f130803t01p00r16rdn_e_sc01_ort_img,410,8192,922,8704,263,1,224,uint16,0.68177,0.16898,18 22 27
train,f130803t01p00r16rdn_e_sc01_ort_img_Sx_410_Sy_8704_Ex_922_Ey_9216.tif,f130803t01p00r16rdn_e_sc01_ort_img,410,8704,922,9216,269,1,224,uint16,0.7718,0.16422,2 22 27 29
train,f130803t01p00r16rdn_e_sc01_ort_img_Sx_410_Sy_9216_Ex_922_Ey_9728.tif,f130803t01p00r16rdn_e_sc01_ort_img,410,9216,922,9728,264,1,224,uint16,0.46012,0.18542,22 26 27
train,f130803t01p00r16rdn_e_sc01_ort_img_Sx_410_Sy_9728_Ex_922_Ey_10240.tif,f130803t01p00r16rdn_e_sc01_ort_img,410,9728,922,10240,270,1,224,uint16,0.53279,0.18198,17 22 25 27
train,f130804t01p00r03rdn_e_sc01_ort_img_Sx_0_Sy_11776_Ex_512_Ey_12288.tif,f130804t01p00r03rdn_e_sc01_ort_img,0,11776,512,12288,271,1,224,uint16,0.18573,0.20697,12
train,f130804t01p00r10rdn_e_sc01_ort_img_Sx_512_Sy_21504_Ex_1024_Ey_22016.tif,f130804t01p00r10rdn_e_sc01_ort_img,512,21504,1024,22016,272,1,224,uint16,0.24197,0.0,12
train,f130804t01p00r10rdn_e_sc01_ort_img_Sx_512_Sy_22016_Ex_1024_Ey_22528.tif,f130804t01p00r10rdn_e_sc01_ort_img,512,22016,1024,22528,273,1,224,uint16,0.17996,0.0,12
train,f130804t01p00r10rdn_e_sc01_ort_img_Sx_512_Sy_24576_Ex_1024_Ey_25088.tif,f130804t01p00r10rdn_e_sc01_ort_img,512,24576,1024,25088,274,1,224,uint16,0.21765,0.0,12
train,f130815t01p00r02rdn_e_sc01_ort_img_Sx_0_Sy_0_Ex_512_Ey_512.tif,f130815t01p00r02rdn_e_sc01_ort_img,0,0,512,512,275,0,224,uint16,0.04208,0.25485,8
train,f130815t01p00r02rdn_e_sc01_ort_img_Sx_0_Sy_2560_Ex_512_Ey_3072.tif,f130815t01p00r02rdn_e_sc01_ort_img,0,2560,512,3072,276,1,224,uint16,0.24529,0.08249,9
train,f130815t01p00r02rdn_e_sc01_ort_img_Sx_0_Sy_512_Ex_512_Ey_1024.tif,f130815t01p00r02rdn_e_sc01_ort_img,0,512,512,1024,277,1,224,uint16,0.03365,0.1261,8
train,f130815t01p00r02rdn_e_sc01_ort_img_Sx_282_Sy_0_Ex_794_Ey_512.tif,f130815t01p00r02rdn_e_sc01_ort_img,282,0,794,512,275,1,224,uint16,0.29488,0.11642,9
train,f130815t01p00r02rdn_e_sc01_ort_img_Sx_282_Sy_1024_Ex_794_Ey_1536.tif,f130815t01p00r02rdn_e_sc01_ort_img,282,1024,794,1536,278,1,224,uint16,0.09734,0.04901,8
train,f130815t01p00r02rdn_e_sc01_ort_img_Sx_282_Sy_1536_Ex_794_Ey_2048.tif,f130815t01p00r02rdn_e_sc01_ort_img,282,1536,794,2048,279,1,224,uint16,0.11576,0.05893,8
